index_config,index_names,index_count,total_index_size_bytes,total_index_size_pretty,total_idx_scan,total_idx_tup_read,total_idx_tup_fetch,n_live_tup,n_dead_tup,n_mod_since_analyze,table_size_bytes,table_size_pretty,snapshot_ts
brin,idx_brin_lower | temporal_data_pkey | temporal_gist_idx,3,8683520,8480 kB,35,295810,0,100000,0,0,16809984,16 MB,2026-04-28T16:05:58.615480
