index_config,index_names,index_count,total_index_size_bytes,total_index_size_pretty,total_idx_scan,total_idx_tup_read,total_idx_tup_fetch,n_live_tup,n_dead_tup,n_mod_since_analyze,table_size_bytes,table_size_pretty,snapshot_ts
gist_attr_period,idx_gist_attr_period | temporal_data_pkey,2,9093120,8880 kB,7,59162,0,100000,0,0,17195008,16 MB,2026-04-29T12:09:00.392044
