index_config,query,expected_plan_family,observed_plan_family,index_name,est_rows,actual_rows,planning_ms,execution_ms,shared_hit,shared_read,heap_fetches,index_names,index_count,total_index_size_bytes,total_index_size_pretty,total_idx_scan,total_idx_tup_read,total_idx_tup_fetch,n_live_tup,n_dead_tup,n_mod_since_analyze,table_size_bytes,table_size_pretty,snapshot_ts,status,notes
hst_gist,DELETE,DELETE,Delete on,idx_hst_gist,,,0.569,0.095,80,0,0,idx_hst_gist; temporal_data_pkey,2,15794176,15 MB,0,0,0,250000,0,0,37208064,35 MB,2026-04-30T12:17:09.061581,success,
hybrid_current_history,SELECT,SELECT,Seq Scan,,,,0.448,26.645,110,0,0,idx_current_attr_start; idx_hst_gist; temporal_data_pkey,3,19447808,19 MB,0,0,0,250000,0,0,40861696,39 MB,2026-04-30T12:17:13.748227,failure,
hybrid_current_history,INSERT,INSERT,Insert on,,,,0.238,145.122,27,0,0,idx_current_attr_start; idx_hst_gist; temporal_data_pkey,3,19447808,19 MB,0,0,0,250000,0,0,40861696,39 MB,2026-04-30T12:17:13.748227,success,
hybrid_current_history,UPDATE,UPDATE,Update on,idx_current_attr_start,,,0.640,270.160,118,0,0,idx_current_attr_start; idx_hst_gist; temporal_data_pkey,3,19447808,19 MB,0,0,0,250000,0,0,40861696,39 MB,2026-04-30T12:17:13.748227,success,
hybrid_current_history,DELETE,DELETE,Delete on,idx_hst_gist,,,0.587,0.094,108,0,0,idx_current_attr_start; idx_hst_gist; temporal_data_pkey,3,19447808,19 MB,0,0,0,250000,0,0,40861696,39 MB,2026-04-30T12:17:13.748227,success,
no_index,SELECT,SELECT,Seq Scan,,,,0.370,26.874,62,0,0,temporal_data_pkey,1,5627904,5496 kB,0,0,0,250000,0,0,27041792,26 MB,2026-04-30T12:16:40.642521,success,
no_index,INSERT,INSERT,Insert on,,,,0.264,53.168,27,0,0,temporal_data_pkey,1,5627904,5496 kB,0,0,0,250000,0,0,27041792,26 MB,2026-04-30T12:16:40.642521,success,
no_index,UPDATE,UPDATE,Update on,,,,0.221,95.416,60,0,0,temporal_data_pkey,1,5627904,5496 kB,0,0,0,250000,0,0,27041792,26 MB,2026-04-30T12:16:40.642521,success,
no_index,DELETE,DELETE,Delete on,,,,0.385,56.573,59,0,0,temporal_data_pkey,1,5627904,5496 kB,0,0,0,250000,0,0,27041792,26 MB,2026-04-30T12:16:40.642521,success,
temporal_rtree,SELECT,SELECT,Aggregate,idx_rtree_temporalbox,,,1.360,0.030,185,0,0,idx_rtree_temporalbox; temporal_data_pkey,2,25829376,25 MB,0,0,0,250000,0,0,47243264,45 MB,2026-04-30T12:17:27.144413,success,
temporal_rtree,INSERT,INSERT,Insert on,,,,0.231,446.988,27,0,0,idx_rtree_temporalbox; temporal_data_pkey,2,25829376,25 MB,0,0,0,250000,0,0,47243264,45 MB,2026-04-30T12:17:27.144413,success,
temporal_rtree,UPDATE,UPDATE,Update on,,,,1.007,583.093,162,0,0,idx_rtree_temporalbox; temporal_data_pkey,2,25829376,25 MB,0,0,0,250000,0,0,47243264,45 MB,2026-04-30T12:17:27.144413,success,
temporal_rtree,DELETE,DELETE,Delete on,,,,0.895,56.386,176,0,0,idx_rtree_temporalbox; temporal_data_pkey,2,25829376,25 MB,0,0,0,250000,0,0,47243264,45 MB,2026-04-30T12:17:27.144413,success,
